000001-color.png 413,150,318,340,215,329,268,184,284,168,299,215,179,122,180,156,214,276
000007-color.png 416,150,321,340,218,329,270,184,286,168,302,216,181,122,182,156,216,276
000013-color.png 419,143,323,334,220,323,273,178,288,162,304,210,183,116,184,150,219,271
000019-color.png 420,127,325,321,221,311,273,164,289,148,305,195,182,102,184,136,220,258
000025-color.png 418,125,324,320,220,309,271,162,287,146,304,194,180,100,182,135,218,256
000031-color.png 418,125,323,321,218,310,271,162,287,146,303,194,180, 99,181,134,217,257
000037-color.png 420,115,324,312,219,302,271,152,287,136,304,185,179, 89,181,124,217,248
000043-color.png 426,108,329,308,223,297,276,145,293,130,309,179,183, 83,185,118,222,243
000049-color.png 431, 99,333,302,225,291,278,137,296,121,312,171,185, 72,186,108,224,236
000055-color.png 440, 86,339,293,230,280,284,124,303,108,319,159,189, 58,191, 95,230,225
000061-color.png 448, 86,344,296,234,282,289,124,309,108,324,160,194, 56,195, 94,234,226
000067-color.png 448, 88,341,299,231,284,287,125,308,110,323,162,193, 56,194, 93,232,227
000073-color.png 445, 83,337,296,226,280,283,119,304,104,319,156,188, 49,189, 87,227,222
000079-color.png 439, 68,332,283,220,268,276,105,298, 90,313,143,180, 35,182, 73,221,210
000085-color.png 435, 80,326,295,214,278,271,116,294,101,309,154,176, 44,178, 83,216,220
000091-color.png 441, 85,329,303,217,285,274,121,298,106,313,160,180, 49,181, 88,220,226
000097-color.png 444, 73,333,295,220,277,276,110,301, 96,316,150,181, 38,182, 78,223,218
000103-color.png 440, 61,327,284,214,265,270, 97,296, 83,310,138,174, 24,176, 64,216,206
000109-color.png 440, 64,327,289,213,270,270,101,296, 86,310,141,174, 27,175, 67,216,210
000115-color.png 445, 55,330,283,216,264,272, 93,299, 79,313,134,175, 19,177, 59,219,204
000121-color.png 451, 62,335,291,219,271,277, 99,304, 84,318,141,179, 23,181, 64,223,210
000127-color.png 459, 80,340,309,223,287,282,116,310,100,324,157,185, 39,186, 80,227,226
000133-color.png 459, 89,339,317,222,295,282,124,309,108,323,165,183, 46,184, 87,226,233
000139-color.png 456,101,333,327,216,302,278,134,306,117,319,175,180, 53,181, 94,221,240
000145-color.png 458,121,332,342,215,316,279,151,307,133,319,191,182, 68,182,109,220,254
000151-color.png 464,148,334,364,218,335,285,173,313,154,324,213,189, 88,188,129,224,273
000157-color.png 469,147,338,363,222,334,288,173,316,153,328,213,191, 88,191,128,227,272
000163-color.png 467,153,337,367,220,338,287,178,314,158,326,217,189, 93,189,133,225,276
000169-color.png 464,173,332,382,215,351,284,195,311,174,323,234,187,109,187,149,221,289
000175-color.png 465,167,334,374,217,346,285,191,311,168,323,228,186,105,186,145,222,284
