000001-color.png 429,433,384,217,281,200,305,364,302,372,334,334,206,398,212,364,260,243
000007-color.png 419,422,366,207,261,193,291,358,289,366,319,326,193,395,197,361,242,237
000013-color.png 419,391,360,176,254,165,289,331,287,339,316,298,191,371,195,337,236,211
000019-color.png 416,419,356,204,250,193,285,359,283,367,313,326,187,400,190,366,232,238
000025-color.png 414,432,350,217,243,208,282,374,280,382,309,340,183,417,186,382,226,254
000031-color.png 416,436,349,220,242,212,282,379,280,387,309,344,183,423,186,388,225,258
000037-color.png 423,433,354,216,246,209,288,376,286,385,314,341,189,421,192,386,229,255
000043-color.png 422,430,353,213,245,206,287,373,284,382,313,338,188,418,190,383,228,252
000049-color.png 422,427,353,209,245,202,287,370,284,379,313,335,188,415,190,380,228,249
000055-color.png 430,430,362,212,254,205,295,373,293,381,322,338,196,417,199,382,237,252
000061-color.png 443,435,376,217,268,209,308,376,306,385,335,342,210,420,213,385,250,256
000067-color.png 439,432,371,215,263,208,305,375,302,383,331,340,207,419,209,384,246,255
000073-color.png 441,422,371,207,264,201,307,367,304,375,332,331,211,411,213,377,247,248
000079-color.png 444,438,374,224,268,219,311,383,307,391,335,348,215,427,217,393,251,265
000085-color.png 450,438,383,225,278,218,318,382,314,389,343,347,223,425,225,391,260,264
000091-color.png 447,421,384,208,280,200,318,363,313,370,342,329,222,405,225,371,262,245
000097-color.png 453,429,396,216,293,206,327,368,321,375,351,335,231,407,235,373,274,249
000103-color.png 444,423,389,212,288,203,320,363,314,369,344,330,226,400,230,367,268,245
000109-color.png 451,433,401,224,303,212,331,371,324,376,355,338,237,405,242,373,282,254
000115-color.png 453,423,405,217,308,205,335,361,327,366,358,329,242,395,247,363,287,246
000121-color.png 472,407,424,203,328,192,355,346,347,351,378,314,264,380,268,348,307,232
000127-color.png 473,420,427,218,332,206,358,359,350,364,380,328,268,391,272,360,311,246
000133-color.png 464,418,423,217,329,204,352,356,344,360,374,325,262,386,267,355,308,243
000139-color.png 470,387,435,188,343,173,361,324,353,327,384,293,272,351,278,321,321,211
000145-color.png 476,385,445,186,353,169,369,319,360,322,392,290,280,345,286,316,331,206
000151-color.png 450,397,420,199,330,182,345,331,335,334,368,302,256,357,262,327,307,219
000157-color.png 439,389,412,193,322,175,335,324,326,327,358,295,247,348,254,319,299,211
000163-color.png 442,379,415,182,326,165,339,313,329,316,361,284,251,338,257,308,302,201
000169-color.png 428,385,404,188,316,170,327,318,316,321,349,290,240,342,246,313,292,206
000175-color.png 415,378,388,183,301,167,314,314,303,316,335,285,228,338,234,309,277,203
000181-color.png 412,371,388,177,301,160,314,307,301,309,334,278,228,331,234,302,277,196
000187-color.png 407,374,383,180,298,163,310,309,297,311,330,280,225,333,231,304,274,198
000193-color.png 392,389,370,196,285,178,296,324,282,326,315,295,211,347,217,318,260,213
000199-color.png 387,407,366,214,282,196,292,342,278,344,311,313,208,364,214,336,257,231
000205-color.png 403,408,383,214,298,196,308,342,294,344,328,314,224,364,230,336,273,232
000211-color.png 412,388,394,194,310,175,318,321,304,323,338,293,234,342,240,314,285,210
000217-color.png 403,382,387,188,303,169,310,314,296,316,330,286,226,335,233,307,277,203
000223-color.png 390,391,374,197,291,178,297,323,283,325,317,295,213,344,220,315,265,212
000229-color.png 379,397,363,203,281,185,287,329,272,331,306,301,204,350,211,322,255,219
000235-color.png 367,399,352,206,270,187,277,332,261,334,295,304,194,353,201,324,244,222
000241-color.png 354,392,339,200,258,182,265,326,249,328,283,298,183,347,189,319,232,216
000247-color.png 358,387,340,196,259,179,268,322,252,324,285,294,187,344,193,316,234,213
000253-color.png 354,388,339,200,260,182,267,323,251,325,284,296,187,345,194,317,234,216
000259-color.png 353,399,341,213,264,195,269,334,253,336,286,307,190,354,197,327,238,228
000265-color.png 350,405,340,223,266,204,269,341,253,342,285,314,192,359,199,333,240,236
000271-color.png 363,406,355,227,283,208,284,342,268,343,300,316,209,360,216,334,257,239
000277-color.png 372,387,367,211,296,192,296,324,280,324,312,299,222,341,229,315,270,223
000283-color.png 363,375,358,201,289,183,289,313,272,313,304,288,216,330,223,305,263,213
000289-color.png 357,367,352,195,284,177,284,306,267,306,298,281,212,323,219,298,258,207
