000001-color.png 264,170,199,285,145,252,174,164,204,153,202,192,135,101,135,125,156,215
000007-color.png 260,159,196,273,142,241,170,152,201,142,199,180,131, 90,131,113,153,203
000013-color.png 265,155,199,269,145,237,174,148,204,138,202,176,134, 86,134,110,156,200
000019-color.png 263,154,198,269,144,237,173,149,202,138,201,176,133, 86,133,110,155,200
000025-color.png 249,155,186,270,132,239,159,151,188,140,187,178,118, 89,119,113,142,202
000031-color.png 247,170,185,284,130,253,157,166,186,155,185,192,116,105,117,128,140,216
000037-color.png 258,170,196,284,142,253,168,166,197,155,197,192,127,106,128,129,151,216
000043-color.png 284,162,221,277,166,247,193,159,222,148,222,186,152, 99,152,122,175,210
000049-color.png 282,162,220,279,164,250,190,161,219,149,219,187,148,102,148,125,173,213
000055-color.png 258,155,197,272,141,243,167,154,195,143,196,180,123, 95,124,119,149,206
000061-color.png 257,170,199,288,142,261,166,172,193,159,195,197,121,114,123,137,149,224
000067-color.png 258,161,199,278,142,251,167,162,194,150,196,187,122,104,124,127,150,214
000073-color.png 258,147,195,263,138,235,166,146,193,135,194,172,122, 87,123,110,147,198
000079-color.png 246,147,181,263,123,235,153,146,180,134,181,172,108, 86,109,110,132,198
000085-color.png 252,149,186,266,128,238,158,148,185,137,186,174,113, 89,114,112,137,200
000091-color.png 239,140,174,260,114,232,144,141,171,129,172,167, 98, 81, 99,105,123,194
000097-color.png 258,147,195,267,134,241,162,150,189,137,191,175,115, 92,116,115,142,204
000103-color.png 266,165,199,284,138,257,169,166,196,153,197,191,122,107,122,130,146,219
000109-color.png 263,172,195,292,134,265,165,174,191,161,193,199,117,115,117,139,141,227
000115-color.png 259,175,193,296,130,271,160,179,185,166,189,204,110,121,111,145,136,233
000121-color.png 232,167,168,291,103,267,132,173,158,159,162,198, 79,116, 81,140,109,228
000127-color.png 219,157,155,283, 88,261,117,165,142,151,147,190, 62,109, 64,133, 94,222
000133-color.png 212,161,149,288, 81,267,110,171,134,156,140,194, 54,114, 56,139, 86,227
000139-color.png 210,184,148,313, 79,293,107,196,131,181,137,219, 50,141, 52,165, 83,253
000145-color.png 224,201,164,331, 94,314,121,216,144,200,151,238, 62,162, 64,187, 97,274
000151-color.png 232,187,174,320,103,304,129,205,151,189,159,227, 68,153, 71,177,105,264
000157-color.png 248,169,192,303,121,289,145,189,167,173,176,210, 83,139, 87,163,122,250
000163-color.png 250,162,194,297,123,283,147,182,168,167,177,204, 85,133, 88,157,124,243
000169-color.png 245,159,190,295,118,282,142,181,163,165,172,202, 80,131, 83,156,119,242
000175-color.png 232,164,176,300,104,287,129,185,149,170,159,207, 66,136, 69,160,105,247
000181-color.png 254,140,199,277,127,265,150,163,171,147,181,184, 87,114, 90,138,127,225
000187-color.png 244,118,186,257,113,245,139,140,159,125,169,163, 74, 91, 78,116,114,204
000193-color.png 254,110,197,251,123,239,148,134,168,119,179,156, 83, 85, 86,110,123,199
000199-color.png 257,108,199,250,125,239,150,133,170,117,181,155, 84, 83, 88,109,125,198
000205-color.png 283,122,221,263,146,250,175,144,195,129,205,167,110, 93,113,119,147,209
000211-color.png 279,124,215,266,140,252,170,146,189,130,200,169,104, 94,107,120,141,211
000217-color.png 265,119,200,263,124,250,154,142,173,126,184,165, 86, 90, 89,116,124,208
000223-color.png 262,124,196,269,118,256,149,147,168,131,179,170, 80, 95, 83,121,118,214
000229-color.png 262,128,198,274,118,262,148,153,167,136,179,175, 77,101, 81,127,118,220
000235-color.png 274,136,209,284,128,272,159,162,178,144,190,184, 87,109, 90,136,127,229
000241-color.png 270,130,202,279,120,267,152,155,171,138,183,178, 79,102, 82,129,119,224
000247-color.png 275,115,208,267,125,256,157,143,175,125,188,165, 82, 90, 86,117,124,212
000253-color.png 294,118,228,269,145,260,176,147,194,128,207,169,102, 95,105,122,144,216
000259-color.png 307,130,242,283,159,274,190,160,207,142,220,182,115,109,118,136,157,230
000265-color.png 296,133,230,286,146,277,178,163,195,145,209,185,102,112,106,139,144,233
000271-color.png 288,134,222,288,138,280,169,165,185,147,200,187, 92,115, 95,142,135,236
000277-color.png 273,144,207,300,121,293,153,177,169,158,184,198, 74,126, 78,154,118,248
000283-color.png 263,152,196,308,109,302,142,185,157,166,173,207, 62,135, 66,162,106,257
000289-color.png 256,160,189,317,102,312,135,194,150,175,166,216, 55,144, 58,172, 98,267
000295-color.png 255,167,189,324,101,320,134,202,148,183,165,223, 53,153, 57,180, 97,275
000301-color.png 253,179,186,337, 98,332,132,214,146,195,162,235, 50,165, 54,193, 94,287
000307-color.png 251,179,184,338, 96,334,130,215,144,195,160,236, 48,165, 52,193, 91,288
000313-color.png 253,172,186,332, 97,328,131,209,144,189,161,230, 49,160, 52,188, 92,283
000319-color.png 251,160,185,321, 96,319,129,198,142,179,159,219, 45,150, 49,178, 90,274
000325-color.png 258,151,194,313,104,312,137,190,149,171,167,211, 53,143, 57,171, 98,267
000331-color.png 275,163,208,325,118,323,153,201,165,182,183,222, 70,153, 73,181,113,277
000337-color.png 298,172,230,334,140,331,176,210,188,191,205,231, 93,162, 96,190,135,286
000343-color.png 293,153,224,316,134,314,171,191,182,173,199,213, 87,143, 90,172,128,269
000349-color.png 279,149,212,314,122,314,157,190,167,171,186,211, 71,142, 75,171,115,268
000355-color.png 283,151,217,317,126,316,161,192,171,173,190,213, 75,145, 79,174,120,271
000361-color.png 288,159,223,326,132,326,166,201,176,182,195,222, 79,155, 83,184,125,281
000367-color.png 285,151,221,319,129,321,162,195,172,175,192,215, 74,149, 79,178,122,275
000373-color.png 292,144,227,314,135,315,168,188,178,169,198,209, 80,142, 85,171,127,269
000379-color.png 299,148,232,317,139,318,174,191,185,171,204,212, 86,144, 90,173,132,271
000385-color.png 293,137,225,308,131,308,167,180,177,161,196,202, 78,132, 82,162,124,262
000391-color.png 266,127,198,299,103,301,138,171,148,151,169,193, 47,123, 52,153, 95,253
000397-color.png 267,126,205,301,110,306,141,175,150,154,172,196, 48,130, 53,160,100,259
000403-color.png 259,113,200,288,106,294,134,163,143,142,165,183, 41,119, 47,149, 95,247
000409-color.png 264,139,208,314,115,321,141,191,150,170,172,211, 49,149, 55,178,104,275
000415-color.png 258,162,200,335,107,341,135,211,145,191,166,231, 44,168, 50,197, 97,294
000421-color.png 247,147,189,319, 96,325,124,196,134,176,155,216, 33,153, 39,182, 86,279
000427-color.png 246,125,184,297, 90,300,122,171,132,152,152,192, 31,126, 36,155, 82,254
000433-color.png 254,113,192,285, 99,288,130,159,140,139,161,180, 40,113, 45,142, 90,241
000439-color.png 246,100,184,270, 91,272,122,144,133,125,153,166, 32, 97, 37,127, 83,226
000445-color.png 250,100,184,269, 92,269,125,142,136,122,155,164, 36, 93, 41,123, 84,222
000451-color.png 305,111,237,278,146,277,181,151,192,132,210,173, 94,103, 98,132,140,231
000457-color.png 311,136,241,302,150,299,186,175,198,155,216,197,101,126,104,154,144,253
000463-color.png 303,169,239,337,147,338,179,212,191,192,210,233, 92,166, 97,194,140,291
000469-color.png 319,169,254,339,161,340,195,213,205,193,225,234,107,167,111,196,154,293
000475-color.png 330,133,265,306,171,307,205,178,215,159,235,200,116,132,121,161,164,260
000481-color.png 316,106,251,282,157,284,190,153,200,133,220,175,100,106,104,136,149,237
000487-color.png 313,114,247,290,152,292,185,160,195,141,216,182, 94,113, 98,143,143,245
000493-color.png 333,149,265,326,170,328,204,196,214,176,235,218,113,148,118,178,162,280
000499-color.png 338,175,270,353,174,356,209,223,218,202,239,244,117,176,121,206,165,307
000505-color.png 330,185,263,366,165,370,199,235,208,214,230,256,104,189,109,219,155,321
000511-color.png 328,196,262,381,161,387,196,249,203,227,227,270, 98,203,103,235,151,337
000517-color.png 307,199,242,388,139,397,173,255,180,232,204,276, 72,210, 77,242,127,346
000523-color.png 285,204,221,399,116,411,148,266,154,241,181,285, 41,222, 48,254,102,359
000529-color.png 259,233,200,437, 90,455,119,303,124,276,153,321,  5,261, 13,295, 74,401
000535-color.png 224,227,167,441, 51,464, 78,304, 83,276,115,322,-43,263,-33,298, 33,408
000541-color.png  165, 274, 110, 498, -11, 527,  12, 359,  17, 328,  52, 376,-118, 321,-107, 357, -32, 468
