000001-color.png 260,347,497,383,532,347,362,334,360,289,388,323,357,289,386,294,492,311
000007-color.png 258,348,495,386,529,350,359,336,358,291,385,325,355,291,383,296,489,314
000013-color.png 253,353,490,392,526,357,355,342,354,297,381,331,351,297,380,302,486,320
000019-color.png 246,358,483,398,518,363,349,347,347,302,374,336,345,302,373,307,479,326
000025-color.png 236,366,471,409,507,375,339,357,338,312,364,347,336,312,364,318,468,338
000031-color.png 247,398,480,442,517,407,349,389,348,344,374,379,347,344,374,350,478,370
000037-color.png 268,411,501,458,538,423,370,403,370,358,395,393,368,358,396,364,499,385
000043-color.png 285,409,519,457,556,423,387,401,387,356,412,392,385,356,412,363,517,385
000049-color.png 281,421,515,468,553,434,384,414,383,369,409,404,382,369,410,375,513,396
000055-color.png 272,436,506,479,544,445,375,428,374,383,399,417,373,384,401,389,504,408
000061-color.png 275,419,508,461,546,428,378,410,376,366,402,400,377,367,404,372,507,391
000067-color.png 275,418,508,460,547,427,379,409,377,365,402,399,378,366,405,372,507,390
000073-color.png 266,399,497,443,536,412,369,393,368,348,393,382,369,351,397,356,498,375
000079-color.png 289,401,519,446,558,416,392,396,391,351,415,385,392,354,419,360,520,378
000085-color.png 301,403,531,449,570,418,403,398,402,354,427,387,403,357,430,362,531,381
000091-color.png 284,395,511,440,550,410,385,391,385,347,409,380,386,350,412,355,512,374
000097-color.png 288,387,513,433,553,404,389,384,389,340,412,373,390,343,417,349,515,368
000103-color.png 277,369,500,416,540,388,378,367,378,324,401,356,380,328,406,334,504,352
000109-color.png 278,376,500,424,541,397,379,375,379,331,402,364,381,336,408,342,505,360
000115-color.png 282,399,504,445,545,418,383,398,383,354,406,386,385,359,411,364,508,382
000121-color.png 312,409,534,452,575,424,413,406,411,362,435,394,415,367,441,372,538,388
000127-color.png 307,397,528,442,571,416,409,396,408,353,431,384,412,358,438,363,534,380
000133-color.png 289,377,508,418,551,392,391,376,389,333,412,363,394,339,420,344,514,358
000139-color.png 285,370,504,408,547,382,388,368,385,325,408,355,391,333,417,337,510,349
000145-color.png 284,359,502,396,546,372,387,358,384,315,407,344,391,322,416,326,509,338
000151-color.png 287,347,505,386,550,362,391,347,388,304,410,334,395,313,421,317,513,328
000157-color.png 301,338,520,374,564,351,405,337,402,294,424,323,409,303,435,307,527,317
